timestamp,id_mercado,id_liga,momio_1,momio_2,momio_3,vig_pct,tendencia_1,tendencia_2,tendencia_3
2026-06-27T00:24:29.629709,884831180,31991082,1.222,4.6,12.0,11.91,DECR,INCR,INCR
2026-06-27T00:24:29.629768,882049625,31908321,1.071,7.2,41.0,9.7,INCR,DECR,INCR
2026-06-27T00:24:29.629802,882064519,31908718,2.1,2.55,4.0,11.83,DECR,DECR,INCR
2026-06-27T00:24:59.683414,882033592,31907951,1.35,4.0,7.75,11.98,INCR,INCR,DECR
2026-06-27T00:24:59.683568,882064379,31908715,1.142,6.2,17.0,9.58,DECR,DECR,INCR
2026-06-27T00:24:59.683589,882049625,31908321,1.09,6.6,34.0,9.84,DECR,DECR,INCR
2026-06-27T00:25:59.730714,882049625,31908321,1.071,7.0,41.0,10.1,INCR,INCR,DECR
2026-06-27T00:26:29.735023,882033592,31907951,1.4,3.8,6.75,12.56,DECR,INCR,INCR
2026-06-27T00:26:29.735058,882064519,31908718,2.2,2.5,3.75,12.12,DECR,DECR,INCR
2026-06-27T00:26:59.739184,882033592,31907951,1.5,3.6,5.6,12.3,INCR,DECR,DECR
2026-06-27T00:26:59.739263,884831180,31991082,1.222,4.5,12.0,12.39,DECR,INCR,INCR
2026-06-27T00:27:29.747957,882064379,31908715,1.153,5.8,16.0,10.22,DECR,DECR,INCR
2026-06-27T00:27:59.751164,884831180,31991082,1.25,4.4,11.0,11.82,INCR,DECR,DECR
2026-06-27T00:28:29.756056,882033592,31907951,1.533,3.5,5.6,11.66,INCR,DECR,INCR
2026-06-27T00:28:59.758229,882033592,31907951,1.533,3.5,5.6,11.66,DECR,INCR,DECR
2026-06-27T00:29:29.763259,882064379,31908715,1.166,5.6,15.0,10.29,DECR,DECR,INCR
2026-06-27T00:29:29.763323,882033592,31907951,1.444,3.7,6.6,11.43,DECR,INCR,DECR
2026-06-27T00:29:59.769995,882049625,31908321,1.071,6.8,46.0,10.25,INCR,INCR,DECR
2026-06-27T00:29:59.770047,882064379,31908715,1.142,5.8,18.0,10.36,INCR,INCR,DECR
2026-06-27T00:30:59.775823,882033592,31907951,1.45,3.65,6.25,12.36,INCR,DECR,DECR
2026-06-27T00:30:59.775900,882049625,31908321,1.083,6.6,41.0,9.93,DECR,DECR,INCR
2026-06-27T00:31:29.780497,882064379,31908715,1.166,5.6,16.0,9.87,DECR,DECR,INCR
2026-06-27T00:31:29.780555,882049625,31908321,1.062,7.2,51.0,10.01,INCR,INCR,DECR
2026-06-27T00:31:29.780583,882064519,31908718,2.25,2.4,3.9,11.75,DECR,INCR,INCR
2026-06-27T00:31:59.783346,881891717,31903378,2.25,2.9,3.2,10.18,INCR,INCR,DECR
2026-06-27T00:31:59.783396,882064379,31908715,1.153,5.6,18.0,10.14,INCR,INCR,DECR
2026-06-27T00:31:59.783418,882049625,31908321,1.083,6.6,41.0,9.93,DECR,DECR,INCR
2026-06-27T00:32:29.787051,882064379,31908715,1.166,5.4,16.0,10.53,DECR,INCR,DECR
2026-06-27T00:32:29.787110,882049625,31908321,1.071,6.75,46.0,10.36,INCR,INCR,DECR
2026-06-27T00:32:59.796118,882033592,31907951,1.444,3.6,6.6,12.18,INCR,DECR,DECR
2026-06-27T00:32:59.796158,882049625,31908321,1.062,7.0,51.0,10.41,INCR,INCR,DECR
2026-06-27T00:33:29.801732,882033592,31907951,1.48,3.55,6.4,11.36,DECR,INCR,DECR
2026-06-27T00:33:29.801772,882049625,31908321,1.1,6.2,34.0,9.98,DECR,DECR,INCR
2026-06-27T00:33:29.801791,882064379,31908715,1.133,5.8,21.0,10.26,INCR,INCR,DECR
2026-06-27T00:33:59.806361,882064379,31908715,1.133,5.8,20.0,10.5,DECR,DECR,DECR
2026-06-27T00:33:59.806425,881891717,31903378,2.3,2.95,3.1,9.63,INCR,DECR,INCR
2026-06-27T00:33:59.806535,882064519,31908718,2.15,2.4,4.2,11.99,INCR,INCR,DECR
2026-06-27T00:34:59.817985,882064379,31908715,1.153,5.6,19.0,9.85,DECR,INCR,DECR
2026-06-27T00:34:59.818029,882049625,31908321,1.09,6.25,41.0,10.18,INCR,INCR,DECR
2026-06-27T00:34:59.818050,882033592,31907951,1.45,3.5,6.6,12.69,DECR,DECR,INCR
2026-06-27T00:35:59.842246,882049625,31908321,1.1,6.0,34.0,10.52,DECR,INCR,DECR
2026-06-27T00:36:29.846901,882033592,31907951,1.45,3.45,7.0,12.24,INCR,DECR,INCR
2026-06-27T00:36:29.846962,882064379,31908715,1.153,5.6,20.0,9.59,DECR,INCR,INCR
2026-06-27T00:36:29.846995,882049625,31908321,1.09,6.4,41.0,9.81,INCR,INCR,DECR
2026-06-27T00:36:29.847028,884831180,31991082,1.285,3.95,10.75,12.44,INCR,DECR,DECR
2026-06-27T00:36:59.859282,882064379,31908715,1.166,5.4,18.0,9.84,DECR,DECR,INCR
2026-06-27T00:36:59.859342,882049625,31908321,1.083,6.5,46.0,9.89,INCR,INCR,DECR
2026-06-27T00:37:29.864682,882049625,31908321,1.083,6.6,46.0,9.66,INCR,INCR,DECR
2026-06-27T00:37:59.869862,882064519,31908718,2.25,2.3,4.1,12.31,DECR,DECR,INCR
2026-06-27T00:38:29.892127,882049625,31908321,1.09,6.25,46.0,9.92,DECR,INCR,INCR
2026-06-27T00:38:59.930268,882064379,31908715,1.166,5.4,20.0,9.28,DECR,DECR,INCR
2026-06-27T00:38:59.930317,882049625,31908321,1.071,6.6,51.0,10.48,INCR,INCR,DECR
2026-06-27T00:38:59.930346,882033592,31907951,1.48,3.3,7.0,12.16,INCR,DECR,INCR
2026-06-27T00:39:29.938140,882049625,31908321,1.083,6.5,51.0,9.68,INCR,INCR,DECR
2026-06-27T00:39:29.938203,882064379,31908715,1.015,10.75,51.0,9.79,INCR,INCR,DECR
2026-06-27T00:40:29.944007,882049625,31908321,1.071,6.8,56.0,9.86,INCR,DECR,INCR
2026-06-27T00:40:29.944081,882064379,31908715,1.01,10.8,56.0,10.05,INCR,DECR,DECR
2026-06-27T00:40:29.944117,881891717,31903378,2.5,2.75,3.0,9.7,INCR,INCR,DECR
2026-06-27T00:40:59.951465,882049625,31908321,1.083,6.5,51.0,9.68,DECR,INCR,INCR
2026-06-27T00:40:59.951511,882064379,31908715,1.015,10.6,51.0,9.92,INCR,INCR,DECR
2026-06-27T00:41:29.956968,882058544,31908583,1.9,2.75,4.333,12.07,DECR,DECR,INCR
2026-06-27T00:41:29.957016,881891717,31903378,2.5,2.75,2.95,10.26,INCR,DECR,DECR
2026-06-27T00:41:59.963847,882049625,31908321,1.062,7.0,67.0,9.94,INCR,INCR,DECR
2026-06-27T00:41:59.963889,882064519,31908718,1.2,4.5,14.0,12.7,DECR,INCR,DECR
2026-06-27T00:41:59.963914,881891717,31903378,2.55,2.7,3.0,9.59,DECR,INCR,INCR
2026-06-27T00:42:29.966868,882064379,31908715,1.02,10.25,51.0,9.76,INCR,DECR,INCR
2026-06-27T00:42:59.969875,882064519,31908718,1.2,4.5,14.0,12.7,DECR,INCR,INCR
2026-06-27T00:42:59.969911,882058544,31908583,1.95,2.7,4.2,12.13,DECR,DECR,INCR
2026-06-27T00:42:59.969932,882049625,31908321,1.05,7.2,71.0,10.54,INCR,INCR,DECR
2026-06-27T00:42:59.969949,882033592,31907951,1.55,3.1,6.4,12.4,INCR,DECR,DECR
2026-06-27T00:43:29.976718,882049625,31908321,1.05,7.4,76.0,10.07,INCR,INCR,DECR
2026-06-27T00:43:29.976753,882064519,31908718,1.2,4.4,14.0,13.2,DECR,DECR,INCR
2026-06-27T00:43:29.976774,882064379,31908715,1.015,10.6,56.0,9.74,DECR,INCR,INCR
2026-06-27T00:44:30.001329,882064379,31908715,1.025,10.0,46.0,9.73,DECR,INCR,DECR
2026-06-27T00:44:30.001371,882064519,31908718,1.2,4.4,17.0,11.94,DECR,INCR,INCR
2026-06-27T00:44:30.001391,884831180,31991082,1.35,3.5,10.75,11.95,DECR,DECR,INCR
2026-06-27T00:45:00.004498,882049625,31908321,1.04,7.75,91.0,10.16,DECR,DECR,DECR
2026-06-27T00:45:00.004562,882064379,31908715,1.02,10.25,51.0,9.76,INCR,INCR,DECR
2026-06-27T00:45:30.008648,884831180,31991082,1.333,3.5,12.0,11.92,DECR,INCR,DECR
2026-06-27T00:45:30.012202,882064519,31908718,1.222,4.333,14.0,12.05,INCR,DECR,INCR
2026-06-27T00:45:30.012229,882064379,31908715,1.025,9.75,46.0,9.99,DECR,DECR,INCR
2026-06-27T00:45:30.012246,882049625,31908321,1.03,8.4,101.0,9.98,INCR,INCR,DECR
2026-06-27T00:46:00.014894,882049625,31908321,1.04,7.6,91.0,10.41,DECR,DECR,DECR
2026-06-27T00:46:30.019796,882064379,31908715,1.02,10.0,51.0,10.0,INCR,INCR,DECR
2026-06-27T00:46:30.019862,881891717,31903378,2.55,2.75,2.9,10.06,INCR,DECR,INCR
2026-06-27T00:46:30.019897,882049625,31908321,1.02,8.8,126.0,10.2,INCR,INCR,DECR
2026-06-27T00:46:30.019927,882064519,31908718,1.25,4.1,13.0,12.08,INCR,DECR,DECR
2026-06-27T00:46:30.019954,882033592,31907951,1.48,3.2,7.6,11.98,DECR,INCR,DECR
2026-06-27T00:46:30.019980,884831180,31991082,1.363,3.4,10.8,12.04,INCR,DECR,DECR
2026-06-27T00:47:00.024601,882033592,31907951,1.533,3.1,7.0,11.78,DECR,INCR,DECR
2026-06-27T00:47:00.024652,882049625,31908321,1.03,8.2,101.0,10.27,DECR,DECR,INCR
2026-06-27T00:47:00.024677,882064379,31908715,1.015,10.25,56.0,10.06,INCR,INCR,DECR
2026-06-27T00:47:30.028287,882064379,31908715,1.025,9.75,51.0,9.78,DECR,DECR,INCR
2026-06-27T00:47:30.028338,881891717,31903378,2.6,2.75,2.85,9.91,DECR,DECR,INCR
2026-06-27T00:47:30.028366,882058544,31908583,2.05,2.5,4.333,11.86,INCR,INCR,DECR
2026-06-27T00:48:00.032420,884831180,31991082,1.4,3.25,10.25,11.95,DECR,INCR,DECR
2026-06-27T00:48:00.032477,882064519,31908718,1.222,4.2,15.0,12.31,DECR,INCR,INCR
2026-06-27T00:48:00.032504,882033592,31907951,1.55,3.0,7.0,12.14,INCR,INCR,DECR
2026-06-27T00:48:00.032527,882049625,31908321,1.03,8.2,101.0,10.27,DECR,INCR,DECR
2026-06-27T00:48:30.037669,882049625,31908321,1.01,9.6,176.0,9.99,INCR,INCR,DECR
2026-06-27T00:48:30.037720,882064379,31908715,1.025,9.5,56.0,9.87,INCR,DECR,INCR
2026-06-27T00:49:00.042900,882064379,31908715,1.02,9.75,51.0,10.26,INCR,DECR,DECR
2026-06-27T00:49:00.042935,882049625,31908321,1.015,9.4,151.0,9.82,DECR,DECR,INCR
2026-06-27T00:49:30.046001,884831180,31991082,1.4,3.2,10.0,12.68,DECR,INCR,DECR
2026-06-27T00:49:30.046039,882049625,31908321,1.01,9.75,176.0,9.83,INCR,DECR,INCR
2026-06-27T00:50:00.048529,882049625,31908321,1.02,9.0,151.0,9.81,INCR,INCR,INCR
2026-06-27T00:50:00.048592,882058544,31908583,2.0,2.55,4.4,11.94,INCR,DECR,INCR
2026-06-27T00:50:30.058680,882049625,31908321,1.01,9.75,176.0,9.83,INCR,INCR,INCR
2026-06-27T00:51:00.061907,882058544,31908583,2.0,2.45,4.5,13.04,DECR,INCR,DECR
2026-06-27T00:51:30.065888,882049625,31908321,1.01,9.75,176.0,9.83,DECR,INCR,INCR
2026-06-27T00:53:30.080097,882058544,31908583,2.15,2.35,4.4,11.79,INCR,DECR,INCR
2026-06-27T00:54:00.085275,881891717,31903378,2.65,2.7,2.85,9.86,INCR,DECR,INCR
2026-06-27T00:55:30.102643,882064519,31908718,1.25,4.1,13.0,12.08,INCR,DECR,INCR
2026-06-27T00:56:30.119565,881891717,31903378,2.65,2.7,2.85,9.86,INCR,INCR,DECR
2026-06-27T00:57:00.123900,881891717,31903378,2.6,2.7,2.875,10.28,DECR,INCR,INCR
2026-06-27T00:57:00.123943,882064379,31908715,1.03,9.4,46.0,9.9,DECR,DECR,INCR
2026-06-27T00:57:30.127955,882064379,31908715,1.015,10.0,56.0,10.31,INCR,INCR,DECR
2026-06-27T00:57:30.128033,881891717,31903378,2.6,2.7,2.9,9.98,INCR,DECR,INCR
2026-06-27T00:58:00.131918,882058544,31908583,2.15,2.3,4.6,11.73,INCR,INCR,DECR
2026-06-27T01:02:00.148847,882081954,31909279,2.1,2.9,3.4,11.51,INCR,DECR,INCR
2026-06-27T01:02:00.148926,882058544,31908583,2.0,2.4,4.8,12.5,INCR,DECR,INCR
2026-06-27T01:02:30.179657,882081980,31909280,2.5,2.65,2.875,12.52,DECR,INCR,INCR
2026-06-27T01:02:30.179699,882081954,31909279,2.15,2.875,3.25,12.06,DECR,INCR,DECR
2026-06-27T01:03:00.226476,882081954,31909279,2.15,2.9,3.25,11.76,INCR,DECR,INCR
2026-06-27T01:03:00.226515,881891717,31903378,2.5,2.6,3.2,9.71,DECR,INCR,DECR
2026-06-27T01:03:00.226533,882081980,31909280,2.55,2.7,2.85,11.34,INCR,DECR,INCR
2026-06-27T01:03:30.298664,882081954,31909279,2.1,2.9,3.4,11.51,INCR,INCR,DECR
2026-06-27T01:03:30.298827,882058544,31908583,1.95,2.45,4.8,12.93,DECR,DECR,INCR
2026-06-27T01:04:00.315834,882081954,31909279,2.15,2.875,3.25,12.06,DECR,INCR,DECR
2026-06-27T01:04:00.315870,882058544,31908583,1.153,4.8,21.0,12.33,DECR,INCR,INCR
2026-06-27T01:04:30.342160,882064379,31908715,1.015,10.25,56.0,10.06,DECR,DECR,INCR
2026-06-27T01:04:30.342221,881891717,31903378,2.55,2.6,3.1,9.94,INCR,DECR,DECR
2026-06-27T01:04:30.342256,882081980,31909280,2.5,2.7,2.875,11.82,INCR,INCR,DECR
2026-06-27T01:04:30.342300,882058544,31908583,1.181,4.6,18.0,11.97,DECR,DECR,INCR
2026-06-27T01:05:00.346735,881891717,31903378,2.5,2.6,3.2,9.71,DECR,DECR,INCR
2026-06-27T01:05:30.352022,882081980,31909280,2.55,2.7,2.8,11.97,INCR,DECR,INCR
2026-06-27T01:05:30.352066,882064519,31908718,1.222,4.2,14.0,12.79,INCR,INCR,DECR
2026-06-27T01:05:30.352086,882064379,31908715,1.02,9.75,51.0,10.26,DECR,DECR,INCR
2026-06-27T01:06:00.354483,881891717,31903378,2.4,2.65,3.25,10.17,DECR,INCR,INCR
2026-06-27T01:06:00.354542,882081980,31909280,2.5,2.65,2.9,12.22,DECR,INCR,DECR
2026-06-27T01:06:00.354575,882033592,31907951,1.571,2.95,6.8,12.26,INCR,DECR,DECR
2026-06-27T01:06:30.358362,882081980,31909280,2.55,2.7,2.8,11.97,INCR,DECR,INCR
2026-06-27T01:07:00.362012,882058544,31908583,1.181,4.6,19.0,11.68,DECR,DECR,INCR
2026-06-27T01:07:00.362088,882064379,31908715,1.02,9.75,56.0,10.08,INCR,INCR,DECR
2026-06-27T01:07:00.362268,882081980,31909280,1.4,4.1,6.25,11.82,INCR,INCR,DECR
2026-06-27T01:07:30.365520,882081980,31909280,1.444,3.85,6.0,11.89,INCR,INCR,DECR
2026-06-27T01:07:30.365581,882058544,31908583,1.142,5.0,23.0,11.91,INCR,INCR,DECR
2026-06-27T01:08:00.369484,882033592,31907951,1.615,2.875,6.6,11.85,INCR,INCR,DECR
2026-06-27T01:08:00.369526,882081980,31909280,1.4,3.9,6.25,13.07,INCR,INCR,DECR
2026-06-27T01:08:30.372604,882064379,31908715,1.02,9.75,56.0,10.08,INCR,INCR,DECR
2026-06-27T01:09:00.375227,882058544,31908583,1.142,5.0,23.0,11.91,DECR,DECR,INCR
2026-06-27T01:09:00.375291,882081936,31909278,1.64,3.2,5.2,11.46,INCR,DECR,INCR
2026-06-27T01:09:00.375326,884831180,31991082,1.444,3.0,11.0,11.68,DECR,DECR,INCR
2026-06-27T01:09:30.377797,881891717,31903378,2.3,2.75,3.35,9.69,DECR,INCR,INCR
2026-06-27T01:10:00.381400,882081980,31909280,1.533,3.4,5.6,12.5,INCR,INCR,DECR
2026-06-27T01:10:00.381467,881891717,31903378,2.333,2.85,3.2,9.2,INCR,DECR,DECR
2026-06-27T01:10:00.381505,882058544,31908583,1.125,5.1,29.0,11.95,INCR,INCR,DECR
2026-06-27T01:10:00.381535,884831180,31991082,1.45,2.95,10.75,12.17,DECR,DECR,INCR
2026-06-27T01:10:00.381563,882064379,31908715,1.025,9.6,56.0,9.76,INCR,INCR,INCR
2026-06-27T01:10:30.385188,882081980,31909280,1.533,3.4,5.6,12.5,INCR,DECR,DECR
2026-06-27T01:10:30.385257,881891717,31903378,2.3,2.75,3.35,9.69,DECR,INCR,INCR
2026-06-27T01:10:30.385334,882058544,31908583,1.133,5.0,26.0,12.11,DECR,DECR,INCR
2026-06-27T01:10:30.385675,882033592,31907951,1.65,2.75,6.6,12.12,INCR,DECR,DECR
2026-06-27T01:11:00.389735,882058544,31908583,1.125,5.1,26.0,12.34,INCR,DECR,DECR
2026-06-27T01:11:30.395275,882033592,31907951,1.65,2.8,6.5,11.7,INCR,INCR,DECR
2026-06-27T01:12:00.399306,884831180,31991082,1.5,2.85,10.25,11.51,DECR,INCR,INCR
2026-06-27T01:12:00.399367,882058544,31908583,1.111,5.25,31.0,12.28,INCR,INCR,DECR
2026-06-27T01:12:30.429428,882081980,31909280,1.533,3.4,5.6,12.5,DECR,DECR,INCR
2026-06-27T01:13:00.445160,882081980,31909280,1.45,3.55,6.5,12.52,INCR,INCR,DECR
2026-06-27T01:13:00.445288,882058544,31908583,1.615,3.1,5.8,11.42,DECR,INCR,DECR
2026-06-27T01:13:30.449312,884831180,31991082,1.45,2.875,12.0,12.08,DECR,INCR,INCR
2026-06-27T01:13:30.449379,882058544,31908583,1.615,2.85,6.5,12.39,INCR,DECR,INCR
2026-06-27T01:14:00.532911,882081936,31909278,1.666,3.0,5.25,12.4,INCR,DECR,DECR
2026-06-27T01:14:00.532966,884831180,31991082,1.48,2.8,10.6,12.72,DECR,DECR,INCR
2026-06-27T01:14:00.533001,882081980,31909280,1.48,3.5,6.25,12.14,DECR,DECR,INCR
2026-06-27T01:14:30.537007,882081954,31909279,2.2,2.7,3.45,11.48,DECR,INCR,INCR
2026-06-27T01:14:30.537074,884831180,31991082,1.533,2.75,9.75,11.85,INCR,DECR,DECR
2026-06-27T01:14:30.537108,882033592,31907951,1.666,2.65,6.8,12.47,DECR,INCR,DECR
2026-06-27T01:14:30.537137,882058544,31908583,1.571,2.95,6.8,12.26,DECR,INCR,DECR
2026-06-27T01:14:30.537165,881891717,31903378,2.25,2.75,3.35,10.66,DECR,INCR,DECR
2026-06-27T01:14:30.537192,882081936,31909278,1.615,3.1,5.6,12.03,INCR,INCR,DECR
2026-06-27T01:15:00.541236,882058544,31908583,1.533,3.35,6.0,11.75,INCR,DECR,DECR
2026-06-27T01:15:00.542123,882064519,31908718,1.2,4.333,17.0,12.29,INCR,DECR,INCR
2026-06-27T01:15:00.542198,882033592,31907951,1.727,2.6,6.4,11.99,INCR,DECR,DECR
2026-06-27T01:15:30.544667,884831180,31991082,1.55,2.7,10.0,11.55,DECR,INCR,INCR
2026-06-27T01:15:30.544730,882081936,31909278,1.666,3.0,5.25,12.4,DECR,DECR,INCR
2026-06-27T01:15:30.544770,882033592,31907951,1.64,2.65,7.5,12.04,DECR,INCR,INCR
2026-06-27T01:15:30.544804,882064519,31908718,1.222,4.2,17.0,11.52,INCR,DECR,INCR
2026-06-27T01:15:30.544831,882058544,31908583,1.533,3.35,6.0,11.75,INCR,DECR,DECR
2026-06-27T01:16:00.548042,882033592,31907951,1.666,2.6,7.2,12.37,DECR,INCR,DECR
2026-06-27T01:16:00.548093,882058544,31908583,1.5,3.35,6.4,12.14,DECR,DECR,INCR
2026-06-27T01:16:00.548116,881891717,31903378,2.15,2.85,3.5,10.17,DECR,DECR,INCR
2026-06-27T01:16:30.550783,881891717,31903378,2.2,2.85,3.45,9.53,INCR,INCR,DECR
2026-06-27T01:16:30.551097,882033592,31907951,1.666,2.6,7.4,12.0,DECR,DECR,INCR
2026-06-27T01:17:00.555724,882058544,31908583,1.45,3.75,6.0,12.3,DECR,INCR,DECR
2026-06-27T01:17:00.555785,882081980,31909280,1.444,3.55,6.8,12.13,INCR,INCR,DECR
2026-06-27T01:17:00.555823,881891717,31903378,2.15,2.875,3.5,9.87,INCR,DECR,DECR
2026-06-27T01:17:30.557451,882058544,31908583,1.444,3.8,6.2,11.7,DECR,DECR,INCR
2026-06-27T01:18:00.580733,882033592,31907951,1.7,2.5,7.25,12.62,DECR,DECR,INCR
2026-06-27T01:18:30.584461,882058544,31908583,1.4,3.9,6.25,13.07,INCR,INCR,DECR
2026-06-27T01:18:30.584512,882081936,31909278,1.7,2.95,5.25,11.77,DECR,INCR,INCR
2026-06-27T01:18:30.584547,884831180,31991082,1.6,2.55,10.0,11.72,DECR,INCR,INCR
2026-06-27T01:19:00.591048,882081954,31909279,2.25,2.625,3.35,12.39,DECR,DECR,INCR
2026-06-27T01:19:00.591099,882081936,31909278,1.833,2.85,4.5,11.87,DECR,DECR,INCR
2026-06-27T01:19:00.591131,882058544,31908583,1.363,4.1,6.6,12.91,INCR,INCR,DECR
2026-06-27T01:19:00.591161,882033592,31907951,1.75,2.45,7.2,11.85,INCR,DECR,DECR
2026-06-27T01:19:30.593726,882081954,31909279,2.375,2.6,3.2,11.82,DECR,DECR,INCR
2026-06-27T01:20:00.597075,882081954,31909279,2.25,2.625,3.35,12.39,INCR,INCR,DECR
2026-06-27T01:20:00.597135,882081980,31909280,1.48,3.65,6.0,11.63,DECR,DECR,INCR
2026-06-27T01:20:00.597174,882058544,31908583,1.35,4.333,7.0,11.44,DECR,INCR,INCR
2026-06-27T01:20:00.597207,884831180,31991082,1.615,2.5,10.0,11.92,DECR,DECR,INCR
2026-06-27T01:20:30.600751,884831180,31991082,1.615,2.45,9.75,12.99,DECR,DECR,DECR
2026-06-27T01:20:30.600824,882081980,31909280,1.444,3.75,6.25,11.92,INCR,INCR,DECR
2026-06-27T01:21:00.636226,884831180,31991082,1.64,2.5,9.4,11.61,DECR,INCR,INCR
2026-06-27T01:21:00.636290,882058544,31908583,1.333,4.5,7.2,11.13,INCR,DECR,DECR
2026-06-27T01:21:00.636324,882064519,31908718,1.2,4.333,19.0,11.68,INCR,DECR,DECR
2026-06-27T01:21:00.636358,882033592,31907951,1.769,2.333,7.8,12.21,INCR,INCR,DECR
2026-06-27T01:21:30.644598,882081936,31909278,1.833,2.8,4.6,12.01,DECR,INCR,INCR
2026-06-27T01:21:30.644658,882058544,31908583,1.285,4.8,7.6,11.81,DECR,INCR,INCR
2026-06-27T01:21:30.644695,882081980,31909280,1.444,3.6,7.0,11.32,INCR,INCR,DECR
2026-06-27T01:21:30.644724,882033592,31907951,1.85,2.3,7.0,11.82,INCR,DECR,DECR
2026-06-27T01:21:30.644751,882064519,31908718,1.181,4.4,20.0,12.4,DECR,INCR,INCR
2026-06-27T01:21:30.644778,884831180,31991082,1.65,2.45,9.4,12.06,DECR,INCR,DECR
2026-06-27T01:22:00.647796,882064519,31908718,1.2,4.333,20.0,11.41,INCR,DECR,INCR
2026-06-27T01:22:00.647872,882081980,31909280,1.4,3.65,7.5,12.16,INCR,INCR,DECR
2026-06-27T01:22:30.652272,882058544,31908583,1.222,5.4,8.4,12.26,DECR,INCR,INCR
2026-06-27T01:22:30.652341,882033592,31907951,1.85,2.25,7.4,12.01,INCR,DECR,DECR
2026-06-27T01:22:30.652378,884831180,31991082,1.65,2.4,10.25,12.03,INCR,DECR,DECR
2026-06-27T01:23:00.656550,882081980,31909280,1.166,5.1,15.0,12.04,INCR,INCR,DECR
2026-06-27T01:23:00.656630,884831180,31991082,1.727,2.35,9.0,11.57,INCR,DECR,DECR
2026-06-27T01:23:30.659596,882058544,31908583,1.181,5.8,9.25,12.73,INCR,INCR,DECR
2026-06-27T01:24:00.665371,884831180,31991082,1.666,2.333,11.0,11.98,DECR,DECR,INCR
2026-06-27T01:24:00.665437,882058544,31908583,1.181,6.0,9.25,12.15,INCR,INCR,DECR
2026-06-27T01:24:30.672043,882081936,31909278,1.8,2.8,5.0,11.27,DECR,INCR,INCR
2026-06-27T01:24:30.672108,882058544,31908583,1.166,6.2,9.5,12.42,INCR,DECR,INCR
2026-06-27T01:24:30.672142,884831180,31991082,1.75,2.3,9.25,11.43,DECR,DECR,INCR
2026-06-27T01:25:00.674613,882058544,31908583,1.142,6.75,10.5,11.9,INCR,INCR,DECR
2026-06-27T01:25:00.674670,882081980,31909280,1.142,5.4,17.0,11.97,INCR,INCR,DECR
2026-06-27T01:25:00.674700,882081936,31909278,1.769,2.75,5.2,12.12,INCR,DECR,DECR
2026-06-27T01:25:30.679028,882058544,31908583,1.125,7.4,11.0,11.49,DECR,INCR,INCR
2026-06-27T01:25:30.679089,882081936,31909278,1.9,2.7,4.5,11.89,DECR,DECR,INCR
2026-06-27T01:26:00.682750,882058544,31908583,1.1,8.0,12.0,11.74,DECR,INCR,INCR
2026-06-27T01:26:00.682804,882064519,31908718,1.166,4.5,23.0,12.33,INCR,INCR,DECR
